ID,Pol,Godine,SkolaPoTipu,SkolaPoRegionu,Uspeh,EkonomskiPolozaj,ImaKomp,ZadovoljanPristupom,KolikoDugo,KolikoNedeljno,KolikNajduze,Predhodnih6meseci,DaMozeDaLiBi,Sadrzaj1,Sadrzaj2,Sadrzaj3,Sadrzaj4,Sadrzaj5,Sadrzaj6,Sadrzaj7,Sadrzaj8,Sadrzaj9,Sadrzaj10,Sadrzaj11,Sadrzaj12,Sadrzaj13,Aktivnost1,Aktivnost2,Aktivnost3,Aktivnost4,Aktivnost5,Aktivnost6,Aktivnost7,Aktivnost8,Aktivnost9,Aktivnost10,Aktivnost11,Aktivnost12,Aktivnost13,Aktivnost14,BrojaMailovaPrim,BrojaMailovaPosl,ZaStaMail,DaLiSvakodnevnoFb,ImaNemaFB,BrojaSatiFB,FBcitaPostove,FBpiseStatuse,FBdeliMuzikuFotografijeIsl,FBigraIgrice,FBcetuje,FBgrupe,Komunikacija1,Komunikacija2,Komunikacija3,Komunikacija4,FizAkt1,FizAkt2,FizAkt3,EnergetskoP1,EnergetskoP2,Grickalice,Pusac,PusacKolikoGodina,PusacKolikoCigareta,Kafa_bin,Alkohol_bin,DaLiSeDrogira,TEMPS1,TEMPS2,TEMPS3,TEMPS4,TEMPS5,TEMPS6,TEMPS7,TEMPS8,TEMPS9,TEMPS10,TEMPS11,TEMPS12,TEMPS13,TEMPS14,TEMPS15,TEMPS16,TEMPS17,TEMPS18,TEMPS19,TEMPS20,TEMPS21,TEMPS22,TEMPS23,TEMPS24,TEMPS25,TEMPS26,TEMPS27,TEMPS28,TEMPS29,TEMPS30,TEMPS31,TEMPS32,TEMPS33,TEMPS34,TEMPS35,TEMPS36,Depresivan,Ciklotimicni,Hipertimicni,Iritabilni,Anksiozni,Temper_bin,Internet1,Internet2,Internet3,Internet4,Internet5,Internet6,Internet7,Internet8,Internet9,Internet10,Internet11,Internet12,Internet13,Internet14,Internet15,Internet16,Internet17,Internet18,NKP,PI,SPO,PUI,PUIcutoff,CutOff3940,CutOff4950
1,0,17,1,1,3,3,0,1,9,1,1,2,0,5,1,3,1,1,2,1,5,5,2,4,1,5,1,5,1,4,5,4,1,5,5,2,1,3,2,1,0,0,1,1,1,3,1,0,1,0,1,1,1,3,3,2,5,3,90,1,1000,1,1,2,10,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0.857142857,0.571428571,0.5,0.571428571,0.714285714,0,4,1,2,5,5,5,1,1,1,4,1,1,1,5,3,5,5, , ,16,11, , , , 
2,0,17,1,1,4,4,0,1,5,0,0,2,0,2,1,5,5,2,3,2,5,5,4,4,3,3,3,5,2,2,5,3,1,4,3,3,3,5,4,1,1,0,1,1,1,2,1,0,0,0,1,0,1,2,2,2,3,2,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0.285714286,0.857142857,0.875,0.571428571,0.571428571,1,3,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,13,7,5,25,0,0,0
3,0,17,1,1,4,3,0,1,9,1,1,1,0,2,3,5,1,2,4,3,2,5,2,2,2,1,3,4,1,2,5,3,1,4,4,2,4,5,4,1,1,1,1,1,1,1,0,0,0,0,1,0,1,2,2,2,7,3,180,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.142857143,1,0.142857143,0,1,2,1,1,1,1,1,3,2,1,1,1,2,3,2,1,3,1,1,13,9,6,28,0,0,0
4,0,17,1,1,4,3,0,1,7,0,0,1,0,1,2,3,4,3,3,1,5,5,1,1,2,1,1,5,1,2,4,5,1,5,4,3,5,5,4,1,0,0,2,1,1,4,1,0,1,0,1,1,1,2,3,1,6,2,60,1,500,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0.285714286,0.142857143,1,0.714285714,0.428571429,1,3,3,1,1,2,2,2,1,1,2,1,1,1,1,3,4,1,1,12,14,5,31,0,0,0
5,0,17,1,1,4,1,1,0,2,0,0,2,0,1,3,5,1,4,5,2,5,5,3,5,5,3,1,3,1,3,4,1,2,4,1,1,2,3,5,1,0,0,1,0,1,1,0,0,0,0,1,0,2,2,2,2,5,3,120,0,0,0,0,0,0, ,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0.428571429,0.428571429,0.625,0.857142857,0.714285714,0,2,2,1,1,2,1,1,1,2,3,1,1,2,2,1,2,1,2,12,9,7,28,0,0,0
6,0,17,1,1,4,3,0,1,6,0,0,2,0,2,2,3,3,2,3,3,5,5,2,2,2,2,2,5,1,2,4,3,2,4,5,1,2,4,2,1,1,0,1,1,1,16,0,0,0,0,1,0,1,2,2,2,5,1,60,1,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0.714285714,0.5,0.571428571,0.285714286,0,2,1,2,1,3,1,2,1,1,1,1,2,2,3,2,4,1,2,17,10,5,32,0,0,0
7,0,16,1,1,4,5,0,1,5,0,0,1,0,1,1,5,5,1,3,2,4,4,3,2,2,3,1,4,1,3,5,4,1,5,4,5,2,4,3,1,0,0, ,0,1,2,1,0,0,0,1,0,2,1,2,1,4,1,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0.428571429,0,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,12,7,5,24,0,0,0
8,0,16,1,1,3,5,0,1,8,1,0,1,0,3,2,3,4,3,3,2,5,5,2,3,3,2,3,4,1,3,4,2,2,4,4,2,3,4,3,4,0,0,1,1,1,1,1,1,1,0,1,0,1,2,2,2,4,2,45,1,500,1,1,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0.75,1,0.285714286,0,3,3,2,2,1,1,1,1,1,1,1,1,3,2,4,2,1,1,13,12,6,31,0,0,0
9,1,17,1,1,5,2,0,1,5,1,1,0,0,3,2,1,4,5,5,4,1,5,2,3,4,3,2,2,1,1,5,3,1,5,1,1,4,5,4,4,0,0,1,0,1,0,0,0,0,1,0,0,1,2,2,2,1,1,40,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0.428571429,0.571428571,0.25,0.857142857,0.857142857,0,5,3,5,2,3,2,4,2,3,1,4,4,2,5,5,5,2,4,32,20,9,61,1,1,1
10,0,16,1,1,4,1,0,0,6,0,0,0,0,1,1,5,3,2,1,2,1,5,4,3,2,1,5,5,2,2,3,4,1,4,4,2,1,3,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,2,3,1,7,3,120,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,1,0.142857143,0,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,9,10,4,23,0,0,0
11,0,17,1,1,4,4,0,0,5,0,0,2,0,2,5,4,1,2,4,5,5,5,3,2,3,1,4,5,2,2,5,3,1,3,3,2,1,5,5,1,1,1,2,1,1,1,1,0,1,0,1,0,1,2,2,2,3,1,60,1,250,1,1,2,20,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0.142857143,0.714285714,0.625,0.857142857,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,9,6,4,19,0,0,0
12,1,17,1,1,3,4,0,1,4,0,0,2,0,1, ,3,2,3,4,3,1,5,3,3,3,4,4,4,2, ,5,2,1,4,3,2,4,5,5,3,0,0,1,1,1,3,0,0,1,0,1,0,1,3,2,2,4,1,1,1, ,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0.285714286,1,0.875,0.714285714,1,0,4,4,2,2,2,2,4,1,1,1,1,1,1,4,3,5,3,2,21,16,6,43,1,1,0
13,1,16,1,1,3,4,0,1,5,0,0,2,0,1,2,2,2,3,4,3,1,5,5,4,4,2,2,5,2,3,5,5,2,4,4,2,3,5,5,3,1,0, ,1,1,3,0,0,1,0,0,0,1,2,1,2,3,1,1,1, ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0.142857143,0.714285714,1,0.428571429,0.714285714,1,4,4,3,3,3,2,3,2,1,1,1,2,1,5,2,1,3,2,25,12,6,43,1,1,0
14,0,16,1,1,3,4,0,1,7,1,0,1,0,1,1,5,4,2,3,2,5,5,1,1,2,2,2,5,2,2,4,2,1,5,2,2,2,4,3,1,1,0,1,1,1,4,0,0,0,0,1,0,1,2,2,2,6,2,60,1,250,1,1,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.142857143,1,0.285714286,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,12,8,4,24,0,0,0
15,0,17,1,1,4,4,0,1,7,0,0,2,0,2,3,4,2,3,4,2,1,5,3,2,2,2,4,5,5,1,5,1,1,5,5,3,3,5,4,1,1,1,1,1,1,3,1,0,0,0,0,0,1,2,2,2,3,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.428571429,0.75,0.142857143,0.285714286,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,10,8,4,22,0,0,0
16,0,17,1,1,3,2,0,0,10,0, ,1,0,1,2,1,4,2,3,1,5,5,1,3,4,2,1,5,1,5,5,4,1,5,4,1,1,5,4,1,0,0,2,1,1,1,1,0,0,0,1,1,1,2,2,2,2,2,50,1, ,0,1,5,20,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0.571428571,0.857142857,1,1,0.571428571,1,3,1,3,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,14,9,4,27,0,0,0
17,1,17,1,1,3,4,0,0,5,0,2,2,1,2,3,2,2,2,2,4,1,5,5,4,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0, ,1,1,24,1,1,1,1,1,1,1,2,2,2,2,2,1,1, ,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0.285714286,0.714285714,1,0,0.571428571,1,5,5,5,5,5,5,5,5,1,5,2,5,5,5,5,5,5,5,40,26,17,83,1,1,1
18,1,17,1,1,4,4,0,1,7,0,1,0,0,2,2,3,3,3,4,3,1,5,5,5,3,3,5,5,1,2,5,2,1,5,4,1,3,4,5,1,1,0,2,1,1,7,1,1,1,1,1,1,1,2,2,1,0,0,0,1, ,1,1,4,15,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0.428571429,0.571428571,0.875,0.571428571,0.142857143,1,4,1,5,5,3,5,5,2,3,3,4,3,1,5,2,5,5,5,35,18,13,66,1,1,1
19,0,16,1,1,4,1,0,0,3,0,0,1,0,2,2,3,4,3,3,3,5,5,2,3,4,5,1,1,1,3,5,5,1,5,3,3,3,4,3,4, , , , ,1, ,0,0,0,0,0,0,0, , , ,4,2,120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.142857143,0.571428571,1,0.285714286,0.285714286,1,3,2,2,2,1,1,3,1,1,3,1,1,1,1,3,2,1,1,14,10,6,30,0,0,0
20,0,17,1,1,4,2,0,0,2,0,0,2,1,1,1,5,1,5,5,5,5,5,5,4,3,5,2,1,1,1,2,1, ,4,3,1,1,5,1, ,0,0,2,0,1,0,0,0,0,0,0,1,0, ,1, ,1,1,15,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0.428571429,0.428571429,0.75,0.714285714,0.857142857,0,4,5,3,2,1,1,2,2,1,1,1,1,1,3,1,2,1,1,17,12,4,33,0,0,0
21,0,17,1,1,5,2,0,0,6,1,2,0,1,2,1,4,4,1,4,3,2,5,3,2,2,1,3,4,4,3,5,4,1,5,2,5,2,5,4,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,2,2,3,2,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.625,0,0,1,5,4,3,3,3,3,3,1,1,5,1,2,5,3,1,5,3,2,24,15,14,53,1,1,1
25,0,17,1,1,5,2,0,0,5,1,2,1,0,1,1,1,4,1,1,1,5,5,1,1,1,2,4,5,2,1,4,4,1,5,3,5,1,4,3,1,1,1,1,1,1,3,1,0,0,0,1,0,2,3,3,3,5,3,180,1,1000,1,1,3,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0.142857143,0.285714286,0.875,0,0.571428571,1,4,1,1,1,3,2,1,1,1,5,1,3,3,1,1,5,1,3,17,11,10,38,0,0,0
26,0,16,1,1,3,2,0,0,8,1,2,1,0,1,1,2,4,1,1,1,5,5,2,2,2,2,2,5,5,3,5,3,1,5,1,5,1,5,5,4,1,1,1,0,1,1,0,0,1,0,1,1,1,2,2,2,6,2,120,1,1000,1,1,3,15,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0.285714286,0.428571429,0.875,0.857142857,0.571428571,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,11,6,5,22,0,0,0
28,0,17,1,1,4,5,0,1,5,1,0,1,1,1,1,5,4,3,2,2,5,5,2,3,3,4,3,5,2,4,5,5,2,5,4,5,4,4,5,3,1,0,1,1,1,5,0,0,0,0,1,0,2,3,3,3,6,3,60,1,300,0,1,1,0, ,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0.285714286,0.857142857,0.875,0.428571429,0.142857143,1,4,1,1,2,3,2,4,1,5,2,1,2,3,4,2,3,4,2,22,14,10,46,1,1,0
29,0,17,1,1,3,3,0,0,2,0,0,1,0,1,1,4,3,1,3,1,5,5,1,1,1,1,1,4,1,1,1,1,1,1,2,1,1,3,3,1,1,1,1,1,1,0.5,0,0,0,0,0,0,1,2,2,2,3,2,30,1, ,1,1,6,10,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0.285714286,1,0.625,0.714285714,0.428571429,0,2,2,3,2,1,4,2,2,5,5,2,3,3,3,1,3,5,2,18,17,15,50,1,1,1
30,0,17,1,1,3,4,0,1,6,1,2,1,1,4,3,4,5,3,3,4,5,5,3,4,5,2,2,5,2,4,5,5,1,4,5,3,3,5,2,1,0,0,1,1,1,3,1,1,1,0,1,1,1,1,3,2,2,1,60,1,100,1,1,1,5,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0.428571429,1,0.5,0.857142857,0.714285714,0,4,4,3,4,5,5,4,4,4,3,2,3,1,5,3,2,3,4,32,22,9,63,1,1,1
31,1,17,1,1,5,3,0,1,5,0,0,1,0,1,1,2,1,2,4,3,1,5,2,2,4,1,1,3,1,4,5,5,1,5,5,2,5,5,5,1,0,0, ,0,1,0,1,0,0,0,0,1,2,3,2,3,2,1,30,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0.714285714,0.571428571,0.25,0.857142857,0.714285714,0,1,1,2,1,1,2,1,1,1,2,1,1,2,1,2,2,1,2,10,9,6,25,0,0,0
32,0,16,1,1,4,3,0,1,10,0,0,1,1,2,1,4,2,1,4,4,1,3,3,2,3,2,1,1,1,1,3,3,1,5,5,5,4,3,3,1,0, , ,0,0,0,0,0,0,0,0,0,1, , , ,3,1,0.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0.142857143,0.142857143,0.375,0.857142857,0.285714286,0,2,3,2,2,2,1,1,1,4,5,2,1,3,3,5,5,2,1,14,19,12,45,1,1,0
33,1,17,1,1,4,3,0,1,6,0,0,0,1,1,1,3,1,4,5,1,1,5,5,5,2,2,1,5,1,3,4,4,1,5,5,5,2,5,5,1,0,0,2,1,1,3,0,1,1,0,1,0,2,1,3,1,2,1,45,1,300,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0.285714286,0.857142857,1,0.714285714,0.428571429,1,2,3,5,2,1,1,1,1,1,2,1,1,2,5,5,5,2,1,18,16,7,41,1,1,0
34,1,17,1,1,5,4,0,1,6,1,2,1,0,2,1,1,5,4,5,4,1,5,3,1,5,1,1,3,1,2,5,4,1,3,1,5,5,4,5,1,0,0,1,0,1,2,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0.142857143,0.857142857,0.625,0.285714286,1,0,5,3,1,1,5,2,5,4,1,1,5,5,2,5,2,1,1,1,28,13,9,50,1,1,1
35,0,16,1,1,4,4,0,1,5,0,0,2,0,2,2,4,4,2,4,2,5,4,1,2,3,4,3,5,3,3,3,4,3,4,3,4,3,5,4,2,1,0,1,1,1,5,1,0,0,0,1,0,1,2,2,2,4,2,60,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0.142857143,0.285714286,0.75,0.571428571,0.142857143,1,4,2,3,5,3,3,3,2,1,2,2,3,4,3,2,3,5,3,27,13,13,53,1,1,1
36,1,17,1,1,5,4,0,1,6,0,0,2,0,1,2,3,1,4,4,5,1,5,4,4,4,2,4,5,2,3,5,3,1,4,4,1, ,5,5,1,1,1,1,1,1,2,1,0,1,0,1,0,2,3,3,2,3,1,30,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0.285714286,0.571428571,0.5,0.428571429,0.428571429,0,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,10,8,5,23,0,0,0
37,1,17,1,1,4,5,0,1,6,1,1,1,0,2,1,3,3,2,3,3,1,5,2,3,1,1,3,5,1,1,5,4,3,3,5,1,5,5,5,1,1,1,2,1,1,9,1,0,1,0,1,0,2,3,3,2,3,2,1, ,3,0,1,0,2,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0.428571429,0.571428571,0.875,0.714285714,0.714285714,1,4,4,4,4,5,2,4,1,1,2,1,3,1,5,1,3,5,2,31,12,9,52,1,1,1
38,1,17,1,1,3,3,0,1,7,1,2,1,1,2,1,2,1,2,3,2,5,5,2,3,1,1,1,5,1,3,5,5,1,5,3,1,1,4,3,1,0,0,0,1,1,24,1,1,1,0,1,0,2, ,3, ,5,1,1,1, ,1,1,6,20,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.428571429,1,0.75,1,0.857142857,0,5,3,4,5,5,5,5,5,1,1,1,5,1,5,5,5,5,4,38,24,8,70,1,1,1
39,0,16,1,1,3,3,0,0,5,0,1,2,1,3,1,4,5,1,3,1,5,5,2,3,1,2,1,5,3,2,4,4,2,5,4,5,1,4,4,1,0,0,1,1,1,4,0,0,0,0,1,0,0,3,1,3,3,1,60,1,1000,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0.428571429,0.571428571,0.75,0.857142857,0.285714286,0,4,3,2,2,1,2,3,2,1,1,1,3,3,4,3,5,2,2,21,16,7,44,1,1,0
40,0,17,1,1,3,2,0,1,4,0,0,1,1,2,1,5,4,3,3,4,4,5,5,2,2,1,3,5,4,4,5,5,1,5,5,5,1,5,5,2,0,0,1,1,1,2,1,0,0,0,0,0,1,1,3,2,3,2,45,1, ,1,0,0,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0.571428571,1,0.285714286,0.285714286,1,3,1,1,2,1,1,2,2,1,1,1,1,3,3,1,1,3,2,15,7,8,30,0,0,0
41,0,17,1,1,4,3,0,0,7,0,0,1,0,3,1,5,5,5,3,3,2,5,1,3,5,5,3,5,2,5,5,4,2,5,5,3,3,5,5,1,0,0,1,1,1,2,1,0,0,0,0,0, ,3,3,3,2,2,2, ,500,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0.285714286,0.571428571,0.875,0.857142857,0.428571429,1,2,3,4,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,13,9,4,26,0,0,0
42,0,17,1,1,4,2,0,0,4,0, ,1,0,1,1,3,4,1,2,1,2,5,1,1,1,1,2,5,1,1,5,3,1,3,2,1,1,5,2,1,0,0,1,1,1,3,0,0,0,0,0,0,1,3,3,1,4,1,90,1,500,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.285714286,1,0.5,0.142857143,0.285714286,0,2,5,3,2,1,2,3,3,1,1,1,1,1,2,1,2,1,2,16,14,4,34,0,0,0
43,0,17,1,1,4,2,0,0,3,0,0,1,0,3,4,4,4,2,2,2,3,5,3,3,5,2,2,5,1,2,5,3,4,3,3,2,2,5,5,1,1,0,1,1,1,1,0,0,0,0,0,0,2,1,2,1,7,2,120,1,100,1,1,2,6,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.428571429,0.571428571,1,0.428571429,0,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,4,3,1,1,11,11,4,26,0,0,0
44,0,16,1,1,4,3,0,1,5,0,0,1,0,1,1,5,3,1,2,2,3,5,3,2,5,5,5,4,1,1,5,4,3,2,3,1,2,5,3,1,1,0,1,1,1,3,0,0,1,0,1,0,2,1,3,1,6,2,111,1,100,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0.428571429,0.714285714,0.625,0.571428571,0.571428571,0,5,2,3,2,1,3,3,1,4,2,5,3,5,3,2,4,1,5,25,16,13,54,1,1,1
45,0,17,1,1,3,1,0,1,5,1,0,1,0,1,1,2,3,1,1,2,4,5,3,1,5,4,5,5,2,3,4,4,1,3,4,5,1,5,1,2,1,1,1,1,1,4.5,0,0,0,1,0,0,2,1,2,1,2,3,45,1,200,1,1,2,20,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0.571428571,0.625,0.714285714,0.571428571,0,5,1,3,1,2,1,3,2,4,2,5,3,5,3,2,4,1,5,25,14,13,52,1,1,1
46,0,17,1,1,5,3,0,1,8,0,0,1,0,2,3,5,3,3,2,3,4,5, ,2,2,3,2,5,2,3,3,4,2,5,3,4,2, ,2,2,0,0,1, ,1,3,0,0,0,0,1,0,0,2,3,1,6,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.428571429,0.875,0.142857143,0.285714286,1,2,2,4,3,1,1,2,1,1,4,1,3,2,5,1,5,3,2,22,11,10,43,1,1,0
47,0,17,1,1,3,3,0,1,9,1,0,1,0,3,1,5,2,3,3,2,5,5,2,3,1,1,5,5,3,3,5,1,2,5,5,1,2,5,4,2,1,1,1,1,1,3,0,0,0,0,1,0, , ,2, ,4,1,30,1, ,1,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.875,0,0,1,1,1,1,1,2,1,3,2,1,2,1,2,1,1,2,2,1,2,13,9,5,27,0,0,0
48,0,16,1,1,3,2,0,0,3,0,1,1,0,1,1,5,4,2,2,2,3,5,2,2,1,1,2,5, , ,4,3,1,5,3,3,2,5,4,1,1,0,1,0,1,2,1,1,1,0,1,0,1,2,3,1,7,2,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0.625,0.285714286,0,1,3,1,1,4,2,1,2,1,1,3,1,1,1,1,1,3,1,2,16,8,6,30,0,0,0
49,1,17,1,1,3,3,0,1,5,0,0,1,0,1,1,3,1,1,3,2,1,5,2,2,3,2,3,5,2,3,4,2,1,3,3,1,2,5,1,1,0,0,1,1,1,2,1,1,0,0,1,0,1,2,3,1,5,2,90,1, ,1,1,3,60,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0.142857143,0.857142857,0.75,0.857142857,0.428571429,0,2,1,2,2,1,1,1,1,4,2,1,2,2,3,1,3,2,3,16,11,7,34,0,0,0
