ID,Pol,Godine,SkolaPoTipu,SkolaPoRegionu,Uspeh,EkonomskiPolozaj,ImaKomp,ZadovoljanPristupom,KolikoDugo,KolikoNedeljno,KolikNajduze,Predhodnih6meseci,DaMozeDaLiBi,Sadrzaj1,Sadrzaj2,Sadrzaj3,Sadrzaj4,Sadrzaj5,Sadrzaj6,Sadrzaj7,Sadrzaj8,Sadrzaj9,Sadrzaj10,Sadrzaj11,Sadrzaj12,Sadrzaj13,Aktivnost1,Aktivnost2,Aktivnost3,Aktivnost4,Aktivnost5,Aktivnost6,Aktivnost7,Aktivnost8,Aktivnost9,Aktivnost10,Aktivnost11,Aktivnost12,Aktivnost13,Aktivnost14,BrojaMailovaPrim,BrojaMailovaPosl,ZaStaMail,DaLiSvakodnevnoFb,ImaNemaFB,BrojaSatiFB,FBcitaPostove,FBpiseStatuse,FBdeliMuzikuFotografijeIsl,FBigraIgrice,FBcetuje,FBgrupe,Komunikacija1,Komunikacija2,Komunikacija3,Komunikacija4,FizAkt1,FizAkt2,FizAkt3,EnergetskoP1,EnergetskoP2,Grickalice,Pusac,PusacKolikoGodina,PusacKolikoCigareta,Kafa_bin,Alkohol_bin,DaLiSeDrogira,TEMPS1,TEMPS2,TEMPS3,TEMPS4,TEMPS5,TEMPS6,TEMPS7,TEMPS8,TEMPS9,TEMPS10,TEMPS11,TEMPS12,TEMPS13,TEMPS14,TEMPS15,TEMPS16,TEMPS17,TEMPS18,TEMPS19,TEMPS20,TEMPS21,TEMPS22,TEMPS23,TEMPS24,TEMPS25,TEMPS26,TEMPS27,TEMPS28,TEMPS29,TEMPS30,TEMPS31,TEMPS32,TEMPS33,TEMPS34,TEMPS35,TEMPS36,Depresivan,Ciklotimicni,Hipertimicni,Iritabilni,Anksiozni,Temper_bin,Internet1,Internet2,Internet3,Internet4,Internet5,Internet6,Internet7,Internet8,Internet9,Internet10,Internet11,Internet12,Internet13,Internet14,Internet15,Internet16,Internet17,Internet18,NKP,PI,SPO,PUI,PUIcutoff,CutOff3940,CutOff4950
1991,1,17,4,4,5,4,0,1,5,1,0,2,1,2,1,4,3,5,5,5,1,5,4,3,4,2,4,5,3,3,5,3,1,5,5,1,1,5,5,2,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,2,3,2,60,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0.142857143,0.428571429,1,0.857142857,0.714285714,1,2,2,3,1,2,2,1,1,1,1,1,1,1,3,2,2,1,1,14,10,4,28,0,0,0
1992,1,17,4,4,4,4,0,1,8,1,0,1,0,2,1,3,4,3,4,4,1,4,4,3,2,1,2,5,2,2,4,4,1,2,4,1,2,4,4,2,0,0,1,1,1,6,1,0,0,0,1,1,1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.428571429,0.375,0,0.142857143,0,5,3,5,5,5,3,4,1,1,4,1,1,2,4,4,4,5,5,34,16,12,62,1,1,1
1993,1,17,4,4,5,5,0,1,7,1,0,1,0,1,1,3,3,3,5,4,1,5,4,4,2,1,5,5,1,5,5,5,1,5,3,1,3,4,5,2,1,1,2,1,1,10,1,0,1,1,1,1,1,2,2,1,7,1, ,1,330,1,1,2,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0.428571429,0.875,0.428571429,0.714285714,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,12,6,4,22,0,0,0
1994,1,17,4,4,5,4,0,1,7,0,1,2,0,2,2,1,3,4,5,5,1,4,4,4,4,3,5,5,3,4,5,2,2,4,2,2,4,1,4,5,0,0,2,1,1,1,0,0,0,0,1,0,1,1,2,1,6,2,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0.428571429,0.875,0.285714286,0.714285714,1,4,1,2,1,2,1,1,1,1,1,1,1,2,3,2,1,1,1,15,7,5,27,0,0,0
1995,0,17,4,4,5,5,0,0,4,0,0,0,0,2,3,5,2,3,4,3,3,5,4,4,4,1,3,3,1,2,4,1,1,3,3,2,4,3,5,2,0,0,1,1,1,2,0,0,1,0,1,0,1,2,2,2,7,3,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,1,0,0,1,2,2,2,3,3,1,1,1,1,2,1,1,2,1,1,2,2,2,15,8,7,30,0,0,0
1996,1,17,4,4,5,3,0,0,7,1,1,1,0,3,1,3,1,1,5,3,3,5,2,4,1,1,5,5,1,5,5,5,1,5,5,2,2,2,4,1,1,1,2,1,1,10,1,0,0,0,1,0,1,1,2,1,2,1,30,1, ,1,1,3,6,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.142857143,1,1,1,0.857142857,1,5,1,4,3,3,4,2,1,1,1,1,2,1,4,2,3,2,2,25,12,5,42,1,1,0
1997,1,16,4,4,5,5,0,0,6,1,1,1,0,2,3,4,3,2,4,4,2,5,3,3,3,2,4,5,2,3,5,5,1,4,4,2,3,2,4,3,1,0,2,1,1,2,1,0,0,0,0,1,0,1,1,1,6,2,60,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.285714286,1,0.428571429,0.285714286,1,4,2,2,1,2,3,3,1,1,1,1,1,1,4,3,5,1,1,18,15,4,37,0,0,0
1998,1,16,4,4,5,3,0,1,6,0,0,1,0,1,1,1,2,4,4,3,1,5,3,3,4,1,5,5,1,2,4,2,1,3,2,1,4,5,3,3, , ,1,1,1,1,1,0,0,0,1,0,2,2,3,1,2,1,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0.142857143,0.571428571,1,3,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,15,7,5,27,0,0,0
1999,0,17,4,4,4,3,0,1,6,1,1,2,0,1,2,5,4,2,3,2,3,5,2,3,3,2,3,5,1,1,4,4,2,4,5,5,2,5,3,1,1,0,1,1,1,2,0,0,0,0,1,0,2,2,1,1,4,2,120,1,330,1,1,2,10,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0.571428571,0.714285714,0.5,1,0.285714286,0,2,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,13,6,4,23,0,0,0
2000,1,17,4,4,4,3,0,1,7,0,0,0,0,2,2,3,1,3,3,3,1,5,4,3,4,2,1,1,3,4, ,3,1,4,5,2,2,5,3,2,0,0,2,0,1, ,0,0,0,0,0,0,2,1,1,2,4,1,60,1, ,1,1,3,7,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0.142857143,0.857142857,0.875,0.428571429,0.142857143,1,1,2,2,2,2,2,3,3,3,1,2,2,1,2,2,2,1,2,16,14,5,35,0,0,0
2001,1,17,4,4,5,3,0,0,10,1,1,2,0,2,1,2,2,3,4,5,1,5,2,3,2,1,3,5,2,3,5,3,1,5,4,2,3,5,4,1,0,0,2,1,1,2,1,0,0,1,1,1,1,2,2,3,2,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.625,0.285714286,0,1,4,2,2,4,1,2,1,1,1,1,1,1,1,2,2,2,4,4,19,10,7,36,0,0,0
2002,0,17,4,4,4,4,0,1,6,0,0,2,0,2,4,4,3,2,1,3,5,5,3,3,4,1,2,5,3,3,5,3,4,5,3,5,4,5,5,1,1,1, ,1,1,2,0,0,0,0,0,0,0,1,1,1,7,3,120,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0.142857143,0.142857143,0.875,0.571428571,0.428571429,1,3,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,9,4,24,0,0,0
2003,0,17,4,4,4,3,0,1,10, ,0,0,0,1,4,4,3,2,4,4, ,5,4,4,4,2,4,5,3,3,5,5,3,4,3,5,3,5,5,3,1,1,1,1,1,3,0,0,0,0,1,0, , , , ,5,3,180, , ,1, ,1,15,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0.285714286,0.714285714,0.375,0.571428571,0,0,2,3,3, , , , , , , , , , , , , , , , , , , , , , 
2004,1,17,4,4,4,4,0,1,3,0,0,2,0,1,2,1,1,5,3,5,2,5,4,4,2,1,5,5,2,4,4,4,1,5,4,2,1,5,2,1,1,1,1,1,1,5,1,1,1,0,1,0,2,2,2,1,7,3,120,0,0,1,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.571428571,0,1,4,5,4,3,4,4,2,1,1,1,1,2,1,5,1,2,3,3,27,14,6,47,1,1,0
2005,1,17,4,4,3,3,0,1,6,0,1,2,0,2,1,3,1,3,4,4,1,5,3,2,3,1, ,4,1,3,4,4,1,4, ,1,2,5,3,1,0,0,2,1,1,2,0,0,1,0,1,1,2,3,3,2,2,1,30,1, ,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0.285714286,1,0.875,0.285714286,0.714285714,0,3,2,4,3,3,2,2,2,1,2,3,2,3,2,1,3,3,3,22,11,11,44,1,1,0
2006,0,17,4,4,5,3,0, ,8,0,0,2,0,5,5,2,4,3,5,4,5,5,5,5,5,1,4,2,2,2,5,1,2,4,3,1,5,5,5,5,0,0, ,0,1, ,1,0,0,0,0,0,1,1,2,2,3,3,45,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0.714285714,0.428571429,0.5,0.285714286,0.428571429,0,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,10,8,4,22,0,0,0
2007,0,17,4,4,5,4,0,1,8,1,0,1,0,1,1,3,5,2,5,4,5,5,2,4,5,1,2,4,5,2,5,2,2,4,2,5,3,4,5,1,1,0,1,1,1,0.5,1,0,0,0,1,1,0,3,3,3,2,1,30,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0.285714286,0.571428571,0.875,0.285714286,0.428571429,1,4,2,2,2,3,4,3,2,3,5,2,1,4,5,4,4,2,3,23,19,13,55,1,1,1
2008,0,17,4,4,5,4,0,1,8,1,1,1,0,2,4,2,5,2,4,1,5,5,3,5,5,4,2,5,3,5,5,5,2,5,2,5,4,5,5,3,0,0, ,1,1,0.5,1,0,0,0,1,0,2,1,3,1,4,1,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0.285714286,0.571428571,0.625,0.571428571,0.285714286,1,5,4,4,4,5,2,5,2,5,1,3,1,2,5,4,5,4,3,32,22,10,64,1,1,1
2009,0,17,4,4,4,1,0,0,10,0,1,1,0,2,4,5,5,4,4,3, , ,1,4,3,2,5,5,4,2,5,4,1,5,4,5,5,5,5,5,1,0,2,1,1,4,0,0,0,0,1,0,1,2,1,2,7,3,80,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0.571428571,0.428571429,0.75,0.285714286,0.428571429,1,3,1,2,3,3,1,1,1,1,1,1,1,1,2,1,2,2,2,17,7,5,29,0,0,0
2010,0,16,4,4,4,4,0,1,8,0,0,2,0,2,2,3,4,2,3,2,3,1,3,2,4,2,4,2,3,3,5,5,1,5,4,1,2,1,3,1,0,0,1,1,1,1,1,0,1,0,0,1,1,3,3,3,5,3,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.142857143,0.75,0,0.142857143,1,4,2,3,3,3,2,2,1,1,4,1,1,1,4,1,2,3,3,23,9,9,41,1,1,0
2011,0,17,4,4,5,5,0,0,7,1,1,1,0,1,1,2,3,1,1,4, ,5,1,2,3,1,1,4,2,2,4,5,1,5,2,3,2,5,2,1,0,0,1,1,1,2,1,0,0,0,0,0,1,1,1,1,6,2,176,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0.428571429,0.571428571,0.375,0.857142857,0.285714286,0,5,4,4,3,4,2,3,3,5,3,1,4,4,4,3,4,4,4,31,21,12,64,1,1,1
2012,0,17,4,4,5,5,0,1,5,0,0,0,0,1,1,5,4,4,5, ,5,4,5,4,4,3,3,4,1,1,4,2,1,4,4,2,2,2,4,4,1,1,2,0,1, ,0,0,0,0,0,0,2,2,2,1,7,3,120,1,250,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0.571428571,0.285714286,1,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,10,8,4,22,0,0,0
2013,0,17,4,4,4,3,0,0,9,1,0,0,1,1,2,5,4,2,3,4,4,5,2,3,4,2,3,5,1,2,5,1,1,4,4,5,2,5,4,3,0,0,2,1,1,1,1,0,0,1,1,1,2,2,3,2,4,2,120,0,0, ,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.142857143,0.428571429,0.625,0.142857143,0.142857143,1,4,2,3,3,4,2,2,2,3,4,1,3,4,3,3,4,1,2,24,16,10,50,1,1,1
2014,0,17,4,4,4,3,0,1, ,0,0,2,0,2,2,5,4,2,3,1,4,5,5,4,1,3,1,4,1,2,4,1,2,4,5,1,1,3,5,1,0,0,2,1,1,2,0,0,1,0,1,0,1,1,2,2,4,2,3,1, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0.285714286,0.875,0.571428571,0.285714286,1,4,2,2,4,5,1,2,2,1,3,1,1,2,3,4,5,3,2,23,15,9,47,1,1,0
2015,0,16,4,4,4,3,0,1,6,0,0,0,0,2,3,2,4,1,4,2,4,5,3,3,4,1,2,4,1,4,5,1,1,3,2,5,3,1,4,3,0,0,1,0,1, ,0,0,0,0,0,0,2,2,2,2,6,2,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.285714286,0.875,0.714285714,0,1,2,4,1,5,5,2,1,2,4,3,1,1,2,3,1,4,1,5,23,17,7,47,1,1,0
2016,0,17,4,4,5,4,0,0,7,1,0,2,0,2,4,2,4,1,3,2,4,5,3,1,4,1,4,4,1,1,5,5,2,4,2,5,2,5,5,3,1,0,1,1,1,5,0,0,0,0,1,1,0,1,1, ,2,3,180,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0.428571429,0.428571429,0.625,0.714285714,0.714285714,0,3,4,4,1,5,5,5,1,1,1,3,5,5,5,1,5,1,1,29,17,10,56,1,1,1
2017,0,16,4,4,5,3,0,1,2,1,2,1,0,2,2,3,3,3,4,2,4,5,1,3,4,2,1,5,2,2,5,3,1,4,2,5,1,4,3,2,0,0,2,1,1,1,1,0,0,0,1,1,1,2,2,2,2,2,90,0,1000,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0.428571429,0.428571429,0.625,0.571428571,0.714285714,0,4,3,5,2,2,2,3,3,1,1,1,2,1,3,2,5,2,3,24,16,5,45,1,1,0
2018,1,16,4,4,3,4,0,1,5,0,0,2,0,2,2,2,1,3,3,3,1,4,2,3,3,1,2,5,1,3,4,1,2,3,3,1,4,1,3,1,1,0,2,1,1,1,1,0,1,0,0,0,1,2,2,2,2,2,60,0,0,0,1,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.428571429,0.75,0.428571429,0.142857143,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,2,2,13,7,5,25,0,0,0
2019,0,17,4,4,4,3,0,0,5,0,0,2,0,4,1,5,2,2,2,3,5,5,4,3,2,1,2,5,2,4,4,2,1,2,3,3,4,4,3,1,0, ,2,1,1,1,1,0,0,1,1,0, , , , ,4,2,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0.285714286,1,0.625,0.714285714,0.285714286,0,4,1,4,5,5,2,3,1,3,1,2,1,1,4,2,2,3,3,29,11,7,47,1,1,0
2020,0,17,4,4,4,3,0,1,8,1,2,1, ,5,1,1,2,4,4,3,1,5,1,2,5,4,2,5,1,3,5,1,1,4,2,1,3,4,3,2,0,0,2,1,1,2,1,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,1,3,25,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0.571428571,0.142857143,0.375,0.142857143,0.714285714,0,1,1,2,1,4,3,1,1,1,2,1,2,1,4,2,4,1,2,17,12,5,34,0,0,0
2021,1,17,4,4,5,5,0,1,10,0,0,1,0,3,3,3,3,1,4,1,1,5,4,4,3, ,3,5,2,4,5,5, ,4,3,3,4,2,5,3,1,0,2,1,1,0.5,0,0,0,0,1,0,2,3,3,3,4,2,60,1,200,1,1,3,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0.142857143,0.285714286,1,0.714285714,0.142857143,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,6,4,19,0,0,0
2022,0,17,4,4, ,1, ,1,8,0,1,0,0,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,1,2,3, ,1,0, ,0,0,0,0,0,0,0,0,0,1,2,2,2,7,3,120,1, ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0.142857143,0.875,0.857142857,0.142857143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,6,4,18,0,0,0
2024,0,17,4,4,4,3,0,1,5,1,1,2,0,3,1,4,2,4,3,3,2,5,1,1,4,3,2,4,2,4,5,3,1,4,3,4,4,4,3,2,1,0,2,1,1,2,1,0,0,0,1,0,1,1,2,3,3,2,60,1, ,1,1,2,12,1, ,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0.285714286,0.571428571,0.875,1,0.714285714,0,3,2,3,2,4,1,2,1,4,3,1,1,2,4,3,4,3,2,21,15,9,45,1,1,0
2025,1,17,4,4,4,5,0,1,3,0,0,2,0,3,2,4,1,3,3,5,1,5,4,3,3,2,3,5,2,5,5,2,1,1,5,1,5,5,3,1,1,1,1,1,1,4,0,0,1,0,1,0,1,2,2,2,5,2,120,0, ,1,1,2,10,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0.5,0.714285714,0.571428571,0,3,3,4,2,5,2,3,3,1,1,1,1,1,3,2,2,2,2,23,13,5,41,1,1,0
2026,1,17,4,4,4,4,0,1,6,1,0,1,0,2,2,3,2,3,3,2,1,4,3,3,3,1,1,5,1,1,3,2,1,5,4,1,2,2,3,1,0,0,2,1,1,2,1,0,1,0,1,0,1, ,2,2,5,3,60,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.875,0.142857143,0,1,4,3,3,2,5,1,2,1,1,1,1,2,1,3,3,1,2,2,23,10,5,38,0,0,0
2027,0,17,4,4,5,4,0,0,6,0,0,1,0,1,2,5,3,3,3,4,4,5,3,3,3,1,5,5,1,3,5,4,2,5,5,5,2,3,3,2,1,1,2,1,1,4,1,0,1,1,1,1,1,2,2,2,7,3,120,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0.285714286,0.875,0.428571429,0.285714286,1, , , , , , , , , , , , , , , , , , , , , , , , , 
2028,0,17,4,4,5,2,0,1,5,0,0,0,0,3,4,4,2,3,4,4,2,3,3,4,4,2,3,5,1,2,4,2,3,3,4,3,2,1,4,1,0,0,2,1,1,2,1,0,1,0,0,0,1,2,2,2,6,3,60,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.285714286,0,0.75,0.428571429,0,1,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,13,7,4,24,0,0,0
2029,0,17,4,4,5,5,0,1,9,0,2,1,1,1,2,1,4,3,2,2,4,5,2,2,4,1,4,5,2,1,5,5,1,5,2,5,1,4,3,1,0,0,1,1,1,9,1,0,0,0,0,0,1,1,3,1,4,3,70,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0.571428571,1,0.375,0.142857143,0.428571429,0,4,4,4,3,4,1,2,2,1,5,2,2,5,3,2,4,3,4,26,14,15,55,1,1,1
2030,1,17,4,4,5,4,0,1,10,0,0,1,0,3,2,1,1,1,5,5,1,5,5,5,5,3,2,5,1,1,5,2,1,1,4,2,3,5,5,3,1,1, ,1,1,2,0,0,1,0,1,0,1,1,2,2,5,3,60,0,0, ,0, ,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0.285714286,0.857142857,1,0.571428571,0.428571429,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,14,9,5,28,0,0,0
2031,0,17,4,4,5,3,0,1,6,0,0,1,0,2,2,5,2,4,3,4,5,5,3,3,3,2,1,5,1,3,3,3,1, , , , , , , ,1,0,2,1,1,3,1,0,1,0,1,1,1,1,3,2,4,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0.142857143,0.285714286,0.625,0.428571429,0.714285714,0,4,1,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,19,10,8,37,0,0,0
2032,0,16,4,4,5,1,0,1,9,0,0,1,0,2,2,5,3,3,4,4,5,5,2,3,5,1,1,5,1,2,5,3,1,5,3,2,2,5,3,1,0,0,2,1,1,3,0,0,0,0,1,0,2,2,3,2,7, ,150,0,200,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0.142857143,0.857142857,0.625,0.714285714,0.285714286,0,3,1,1,3,1,2,1,2,1,1,1,1,1,2,1,2,1,1,13,9,4,26,0,0,0
2034,0,17,1,4,3,3,0,1,8,0,2,2,0,2,3,3,2,2,2,3,4,5,3,4,4,2, ,5,2,4,5,3,2,4,3,5,4,3,3,1,1,1,1,1,1,10,1,0,0,1,0,0,1,2,2,2,3,1,30,1, ,1,1,5,15,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0.142857143,0.857142857,0.625,0.142857143,0.714285714,0,3,3,4,3,4,2,3,2,3,1,1,3,4,3,4,5,3,3,26,19,9,54,1,1,1
2035,0,16,1,4,3,5,0,1,4,1,0,2,0,1,1,4,3,1,4,1,3,5,1,3,2,2,2,5,2,1,4,3,1,3,4,3,2,5,3,2,0,0,1,1,1,3,0,0,0,1,1,0,1,2,3,2,3,1,60,1, ,1,1,2,7,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.285714286,0.714285714,0.75,0.142857143,0.142857143,1,4,3,5,3,4,4,3,3,4,3,4,4,3,5,4,5,4,4,32,23,14,69,1,1,1
2036,1,16,1,4,5,2,0,1,2,0,1,1,0,1,1,3,2,3,5,2,1,5,3,4,4,1,2,4,1,4,5,3,1,5,4,1,5,5,5,1,1,0,2,1,1,2,1,0,0,0,0,0,1,2,3,1,1,1,20,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0.428571429,0.714285714,0.75,0.285714286,0.714285714,1,4,1,2,2,3,1,3,1,1,3,1,1,2,3,1,2,2,2,20,7,8,35,0,0,0
2037,1,17,1,4,3,4,0,1,5,1,2,2,0,2,2,2,3,1,2,2,1,5,3,2,3,1,2,4,1,2,4,5,1,3,4,1,2,3,3, , , , ,1,1,3,1,0,0,1,1,0,1,1,2,2,4, ,30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.285714286,0.75,0.285714286,0.142857143,1,3,2,1,2,1,1,2,1,2,1,1,2,1,4,2,2,2,2,17,10,5,32,0,0,0
